From Id	To Id	Tx	Meta
0	1	135	 UDP 49153 > 9
1	2	135.001	 UDP 49153 > 9
2	3	135.002	 UDP 49153 > 9
3	4	135.003	 UDP 49153 > 9
4	3	135.004	 UDP 9 > 49153
3	2	135.005	 UDP 9 > 49153
2	1	135.006	 UDP 9 > 49153
1	0	135.007	 UDP 9 > 49153
0	1	136	 UDP 49153 > 9
1	2	136.001	 UDP 49153 > 9
2	3	136.002	 UDP 49153 > 9
3	4	136.003	 UDP 49153 > 9
4	3	136.004	 UDP 9 > 49153
3	2	136.005	 UDP 9 > 49153
2	1	136.006	 UDP 9 > 49153
1	0	136.007	 UDP 9 > 49153
0	1	137	 UDP 49153 > 9
1	2	137.001	 UDP 49153 > 9
2	3	137.002	 UDP 49153 > 9
3	4	137.003	 UDP 49153 > 9
4	3	137.004	 UDP 9 > 49153
3	2	137.005	 UDP 9 > 49153
2	1	137.006	 UDP 9 > 49153
1	0	137.007	 UDP 9 > 49153
4	3	137.3	 UDP 520 > 520
0	1	138	 UDP 49153 > 9
1	2	138.001	 UDP 49153 > 9
2	3	138.002	 UDP 49153 > 9
3	4	138.003	 UDP 49153 > 9
4	3	138.004	 UDP 9 > 49153
3	2	138.005	 UDP 9 > 49153
2	1	138.006	 UDP 9 > 49153
1	0	138.007	 UDP 9 > 49153
0	1	139	 UDP 49153 > 9
1	2	139.001	 UDP 49153 > 9
2	3	139.002	 UDP 49153 > 9
3	4	139.003	 UDP 49153 > 9
4	3	139.004	 UDP 9 > 49153
3	2	139.005	 UDP 9 > 49153
2	1	139.006	 UDP 9 > 49153
1	0	139.007	 UDP 9 > 49153
0	1	140	 UDP 49153 > 9
1	2	140.001	 UDP 49153 > 9
2	3	140.002	 UDP 49153 > 9
3	4	140.003	 UDP 49153 > 9
4	3	140.004	 UDP 9 > 49153
3	2	140.005	 UDP 9 > 49153
2	1	140.006	 UDP 9 > 49153
1	0	140.007	 UDP 9 > 49153
0	1	141	 UDP 49153 > 9
1	2	141.001	 UDP 49153 > 9
2	3	141.002	 UDP 49153 > 9
3	4	141.003	 UDP 49153 > 9
4	3	141.004	 UDP 9 > 49153
3	2	141.005	 UDP 9 > 49153
2	1	141.006	 UDP 9 > 49153
1	0	141.007	 UDP 9 > 49153
2	1	141.19	 UDP 520 > 520
2	3	141.19	 UDP 520 > 520
0	1	142	 UDP 49153 > 9
1	2	142.001	 UDP 49153 > 9
2	3	142.002	 UDP 49153 > 9
3	4	142.003	 UDP 49153 > 9
4	3	142.004	 UDP 9 > 49153
3	2	142.005	 UDP 9 > 49153
2	1	142.006	 UDP 9 > 49153
1	0	142.007	 UDP 9 > 49153
0	1	143	 UDP 49153 > 9
1	2	143.001	 UDP 49153 > 9
2	3	143.002	 UDP 49153 > 9
3	4	143.003	 UDP 49153 > 9
