From Id	To Id	Tx	Meta
7	4	41.004	 UDP 9 > 49153
4	5	41.0051	 UDP 9 > 49153
5	1	41.0061	 UDP 9 > 49153
1	0	41.0071	 UDP 9 > 49153
6	4	41.0843	 UDP 520 > 520
6	5	41.0843	 UDP 520 > 520
6	7	41.0843	 UDP 520 > 520
7	3	41.3373	 UDP 520 > 520
7	4	41.3373	 UDP 520 > 520
7	6	41.3373	 UDP 520 > 520
0	1	42	 UDP 49153 > 9
1	2	42.001	 UDP 49153 > 9
2	3	42.002	 UDP 49153 > 9
3	7	42.003	 UDP 49153 > 9
7	4	42.004	 UDP 9 > 49153
4	5	42.0051	 UDP 9 > 49153
5	1	42.0061	 UDP 9 > 49153
1	0	42.0071	 UDP 9 > 49153
0	1	43	 UDP 49153 > 9
1	2	43.001	 UDP 49153 > 9
2	3	43.002	 UDP 49153 > 9
3	7	43.003	 UDP 49153 > 9
7	4	43.004	 UDP 9 > 49153
4	5	43.0051	 UDP 9 > 49153
5	1	43.0061	 UDP 9 > 49153
1	0	43.0071	 UDP 9 > 49153
0	1	44	 UDP 49153 > 9
1	2	44.001	 UDP 49153 > 9
2	3	44.002	 UDP 49153 > 9
3	7	44.003	 UDP 49153 > 9
7	4	44.004	 UDP 9 > 49153
4	5	44.0051	 UDP 9 > 49153
5	1	44.0061	 UDP 9 > 49153
1	0	44.0071	 UDP 9 > 49153
0	1	45	 UDP 49153 > 9
1	2	45.001	 UDP 49153 > 9
2	3	45.002	 UDP 49153 > 9
3	7	45.003	 UDP 49153 > 9
7	4	45.004	 UDP 9 > 49153
4	5	45.0051	 UDP 9 > 49153
5	1	45.0061	 UDP 9 > 49153
1	0	45.0071	 UDP 9 > 49153
0	1	46	 UDP 49153 > 9
1	2	46.001	 UDP 49153 > 9
2	3	46.002	 UDP 49153 > 9
3	7	46.003	 UDP 49153 > 9
7	4	46.004	 UDP 9 > 49153
4	5	46.0051	 UDP 9 > 49153
5	1	46.0061	 UDP 9 > 49153
1	0	46.0071	 UDP 9 > 49153
0	1	47	 UDP 49153 > 9
1	2	47.001	 UDP 49153 > 9
2	3	47.002	 UDP 49153 > 9
3	7	47.003	 UDP 49153 > 9
7	4	47.004	 UDP 9 > 49153
4	5	47.0051	 UDP 9 > 49153
5	1	47.0061	 UDP 9 > 49153
1	0	47.0071	 UDP 9 > 49153
0	1	48	 UDP 49153 > 9
1	2	48.001	 UDP 49153 > 9
2	3	48.002	 UDP 49153 > 9
3	7	48.003	 UDP 49153 > 9
7	4	48.004	 UDP 9 > 49153
4	5	48.0051	 UDP 9 > 49153
5	1	48.0061	 UDP 9 > 49153
1	0	48.0071	 UDP 9 > 49153
0	1	49	 UDP 49153 > 9
1	2	49.001	 UDP 49153 > 9
2	3	49.002	 UDP 49153 > 9
3	7	49.003	 UDP 49153 > 9
7	4	49.004	 UDP 9 > 49153
4	5	49.0051	 UDP 9 > 49153
5	1	49.0061	 UDP 9 > 49153
1	0	49.0071	 UDP 9 > 49153
0	1	50	 UDP 49153 > 9
1	2	50.001	 UDP 49153 > 9
2	3	50.002	 UDP 49153 > 9
3	7	50.003	 UDP 49153 > 9
7	4	50.004	 UDP 9 > 49153
4	5	50.0051	 UDP 9 > 49153
5	1	50.0061	 UDP 9 > 49153
1	0	50.0071	 UDP 9 > 49153
0	1	51	 UDP 49153 > 9
1	2	51.001	 UDP 49153 > 9
2	3	51.002	 UDP 49153 > 9
3	7	51.003	 UDP 49153 > 9
7	4	51.004	 UDP 9 > 49153
4	5	51.0051	 UDP 9 > 49153
5	1	51.0061	 UDP 9 > 49153
1	0	51.0071	 UDP 9 > 49153
0	1	52	 UDP 49153 > 9
1	2	52.001	 UDP 49153 > 9
2	3	52.002	 UDP 49153 > 9
3	7	52.003	 UDP 49153 > 9
7	4	52.004	 UDP 9 > 49153
4	5	52.0051	 UDP 9 > 49153
5	1	52.0061	 UDP 9 > 49153
1	0	52.0071	 UDP 9 > 49153
0	1	53	 UDP 49153 > 9
1	2	53.001	 UDP 49153 > 9
2	3	53.002	 UDP 49153 > 9
3	7	53.003	 UDP 49153 > 9
7	4	53.004	 UDP 9 > 49153
4	5	53.0051	 UDP 9 > 49153
5	1	53.0061	 UDP 9 > 49153
1	0	53.0071	 UDP 9 > 49153
0	1	54	 UDP 49153 > 9
1	2	54.001	 UDP 49153 > 9
2	3	54.002	 UDP 49153 > 9
3	7	54.003	 UDP 49153 > 9
7	4	54.004	 UDP 9 > 49153
4	5	54.0051	 UDP 9 > 49153
5	1	54.0061	 UDP 9 > 49153
1	0	54.0071	 UDP 9 > 49153
0	1	55	 UDP 49153 > 9
1	2	55.001	 UDP 49153 > 9
0	1	56	 UDP 49153 > 9
1	2	56.001	 UDP 49153 > 9
0	1	57	 UDP 49153 > 9
1	2	57.001	 UDP 49153 > 9
2	1	57.1561	 UDP 520 > 520
2	4	57.1561	 UDP 520 > 520
0	1	58	 UDP 49153 > 9
3	4	58.6854	 UDP 520 > 520
3	7	58.6854	 UDP 520 > 520
1	0	58.9463	 UDP 520 > 520
1	2	58.9463	 UDP 520 > 520
1	5	58.9463	 UDP 520 > 520
0	1	60.9109	 UDP 520 > 520
7	3	61.3399	 UDP 520 > 520
7	4	61.3399	 UDP 520 > 520
7	6	61.3399	 UDP 520 > 520
1	0	61.7382	 UDP 520 > 520
1	2	61.7382	 UDP 520 > 520
1	5	61.7382	 UDP 520 > 520
3	4	62.5997	 UDP 520 > 520
3	7	62.5997	 UDP 520 > 520
4	2	63.0033	 UDP 520 > 520
4	3	63.0033	 UDP 520 > 520
4	7	63.0033	 UDP 520 > 520
4	5	63.0033	 UDP 520 > 520
4	6	63.0033	 UDP 520 > 520
4	2	64.9556	 UDP 520 > 520
4	3	64.9556	 UDP 520 > 520
4	7	64.9556	 UDP 520 > 520
4	5	64.9556	 UDP 520 > 520
4	6	64.9556	 UDP 520 > 520
6	4	65.2561	 UDP 520 > 520
6	5	65.2561	 UDP 520 > 520
6	7	65.2561	 UDP 520 > 520
2	1	65.4599	 UDP 520 > 520
2	4	65.4599	 UDP 520 > 520
5	1	66.1368	 UDP 520 > 520
5	4	66.1368	 UDP 520 > 520
5	6	66.1368	 UDP 520 > 520
7	3	66.4609	 UDP 520 > 520
7	4	66.4609	 UDP 520 > 520
7	6	66.4609	 UDP 520 > 520
1	0	68.0626	 UDP 520 > 520
1	2	68.0626	 UDP 520 > 520
1	5	68.0626	 UDP 520 > 520
3	4	68.0698	 UDP 520 > 520
3	7	68.0698	 UDP 520 > 520
7	3	68.8649	 UDP 520 > 520
7	4	68.8649	 UDP 520 > 520
7	6	68.8649	 UDP 520 > 520
0	1	69	 UDP 49153 > 9
1	2	69.001	 UDP 49153 > 9
2	4	69.002	 UDP 49153 > 9
4	3	69.003	 UDP 49153 > 9
3	7	69.004	 UDP 49153 > 9
7	4	69.0051	 UDP 9 > 49153
4	5	69.0061	 UDP 9 > 49153
5	1	69.0071	 UDP 9 > 49153
1	0	69.0081	 UDP 9 > 49153
0	1	69.1384	 UDP 520 > 520
0	1	70	 UDP 49153 > 9
1	2	70.001	 UDP 49153 > 9
2	4	70.002	 UDP 49153 > 9
